Product,Website,Taxonomy,Level 2 (from Taxonomy),Level 3 (from Taxonomy),Tags,Compatible With,Description
Cartridge,https://cartridge.gg/,Software,Web3,,"Development,Platform,Blockchain,Infrastructure",,The leading infrastructure provider for provable onchain games and autonomous worlds.
polygon,https://polygon.technology/,Software,Web3,,"Development,Wallet",,Enabling an infinitely scalable web of sovereign blockchains that feels like a single chain. Powered by ZK tech.
Tashi,https://tashi.gg/,Software,Web3,,Protocol,"Unity,Unreal,Godot,Bevy","Tashi is an ephemeral side-chain and DePIN technology for gaming. It is a leap forward in both Web3 and Web2 gaming technology; Tashi is the worlds first Fully On-DAG Game (FODG) technology, moving the consensus engine from public layer 1 and layer 2 networks into the players' game sessions directly and building the supporting DePIN and key management infrastructure to provide the ideal gamer experience."
Stardust,https://www.stardust.gg/,Software,Web3,,"Development,Platform,Blockchain",,"Stardust unlocks the full potential of blockchain gaming with a fast, flexible, and secure developer platform."
alethea,https://alethea.ai/,Software,Web3,,"AI,Blockchain,Agents",,"Our AI Agents simulate human emotions and experiences, merging on-chain liquidity with expressive interactivity. This innovation marks a revolution in digital engagement."
Arcella Sound,https://www.arcellasound.com/gameaudio,Service,Audio,,"Music,SFX",,We help storytellers produce their ideal soundtrack.
black screen records,https://blackscreenrecords.com/,Service,Audio,,"Music,Anime",,"Your specialist for game soundtracks, anime scores and Japanese music. We're an independent record label, distributor online shop and record store based in Cologne."
demute,https://www.demute.studio/,Service,Audio,,"Audio,Music",,Your on-demand team for crafting exceptional audio
BunnyStudio,https://bunnystudio.com/voice/,Service,Audio,,Voice,,"Fast, reliable, and professional. Find the perfect voice for your audio or video project. Money-back guarantee & full usage rights."
ROOM8,https://room8studio.com/,Service,Design & Graphics,,"Concept Art,3D,Game Art,Cross-Platform",,"At Room 8 Studio, we believe that collaboration drives innovation in gaming. We support our partners in game development by providing art production services for PC, console, and mobile gaming experiences."
Allcorrect,https://allcorrectgames.com/,Service,Design & Graphics,,"Localisation,Game Art,Voice",,"Allcorrect has been producing high quality content for videogames since 2008.

From juicy 2D and 3D graphics to creative text localizations and believable voiceovers, everything we do immerses the player and triggers that dopamine kick."
TRAILER FARM,https://thetrailerfarm.com/#,Service,Design & Graphics,,"Video,Game Art",,"WE ARE A COLLECTIVE OF CREATIVE TECHNICAL ARTISTS
We're gamers, creatives, storytellers, artists, writers, project managers, musicians, geeks and more. 

Since 2011, we have been producing award-winning creative content for game makers and publishers all around the world, from AAA to indie developers of all sizes. 

We tell stories, push technical boundaries, are artistically brilliant, think outside the box, and create hype-worthy, cinematic content that gets your game seen."
Brinkbit,https://www.brinkbit.com/,Service,Development,,"Design,Development,LiveOps",,Full-service design & software development studio + live ops platform
Firefalcom,https://firefalcom.github.io/website/,Service,Development,,"Porting,Remastering",,"Certified developers for PS, Nintendo, and Xbox. Provide Porting & remastering services."
imersifi,https://imersifi.com/,Service,Development,,"Enterprise,VR",,Virtual Reality Applications for Enterprise
KEVURU Games,https://kevurugames.com/,Service,Development,,"Development,Testing,Porting,Game Art",,A global game development partner that helps developers and publishers to build games by providing custom engineering and game art services.
Keywords Studios,https://www.keywordsstudios.com/en/,Service,Development,,"Development,Game Art,Testing,QA,Marketing",,The #1 technical and creative solutions provider to the global video games industry.
TransPerfect,https://gaming.transperfect.com/,Service,Development,,"Marketing,Development,Game Art,Localisation",,"TransPerfect Gaming offers comprehensive video game support, from initial concept to post-launch and beyond. Our global team of experts handles all game aspects, including accessibility, art production, audio services, localization, marketing, quality assurance, player support and community management, and testing. We collaborate with leading game developers and brands worldwide to enhance your game and deliver top-tier support for an exceptional player experience."
Universally Speaking,https://usspeaking.com/about-us/,Service,Development,,"Localisation,QA",,"Universally Speaking is a pre-eminent, end-to-end, game services provider for the global gaming market. Gaming is our passion and our primary focus. We are multi-award winning in Localisation and Quality Assurance, working across all time zones. We work closely with our clients and pride ourselves on our ability to become an extension of their internal teams."
ALTAGRAM,https://altagram.com/,Service,Development,,"Localisation,QA,Audio",,"We are a global multilingual game localization, QA services provider, and audio production agency with offices in Berlin, Germany, Seoul, South Korea, and Montreal, Canada. We are a talented and passionate team with years of experience in the video game and localization industry. With more than 6,000 game titles localized, we are a reliable partner to bring games to a worldwide audience."
KUDOS QA,https://www.kudosqa.com/,Service,Development,,QA,,Tailored Quality Assurance Services for Games Developers and Publishers
VGM,https://www.vgm.co/,Service,Development,,"Research,Marketing,Development",,"VGM is a multinational market research & technology firm specializing in bespoke qualitative and quantitative consumer insight studies with an in-house software development team.

We are the largest provider of custom research to the video game industry."
Companion Group,https://companiongroup.io/,Service,Development,,"Development,Co-Development",,"We specialize in Unreal Engine (C++), Unity (C#) and backend architecture and services.

Not only are we positioned to provide the personnel required to deliver, but we have a deep understanding of the products available on the market and are happy to advise based on your requirements.

Whether you’re building a complex multiplayer or a deep narrative-driven single player experience, we’re here to help."
pingle,https://pinglestudio.com/,Service,Development,,"Development,Co-Development",,"We’re a global game development partner that empowers developers and publishers of all sizes. No matter the technical request, creative demand, or impending deadline, our team of technical and artistic experts are here to help."
lemon sky studios,https://www.lemonskystudios.com/,Service,Development,,"Design,Development",,"Lemon Sky has a proud history of creating worlds, characters and creatures for countless video game projects, including some of the most iconic franchises in video game history. As we move towards a new generation of graphics technology and graphical standards for AAA games, our global team of artists continues to provide top quality art outsourcing work that pushes the boundaries of what is expected from art studios in the game industry."
ALCONOST,https://alconost.com/en/localization/games,Service,Development,,"Localisation,Marketing,Video",,"We localize mobile, browser, desktop, and console games of game developers and publishers into over 120 languages. Let the players from different countries enjoy your game!"
ARGENTICS,https://www.argentics.io/,Service,Development,,"Development,Outsourcing,Co-Development,Design",,"We create engaging games and catchy art for various platforms. From inspiring concept art to rad 3D models, from casual mobile apps to competitive desktop titles, our team is ready for more challenges."
Nitro_,https://nitrotranslate.com/en,Service,Development,,Localisation,,Professional on-demand translation service by trusted native-speaking linguists.
revology,https://www.revolgy.com/industries/gaming,Service,Development,,"Cloud,Co-Development",AWS,"Develop games in the cloud worry-free with support
from an official AWS GameTech partner."
THEXPLACE,https://thexplace.ai/,Service,Other,,"Hiring,Talent,Jobs","iClone,Maya,Blender,Unreal Engine,Unity","The only professional network connecting verified talent and studios, to build exceptional teams and epic gaming experiences."
